message_key,english,current_translation,reviewer,status,proposed_translation,notes
ui.all.defaults.10313df3,All defaults,എല്ലാ ഡിഫോൾട്ടുകളും,,Pending,,
All messages marked as read,All messages marked as read,എല്ലാ സന്ദേശങ്ങളും വായിച്ചതായി അടയാളപ്പെടുത്തി,,Pending,,
All notifications marked as read,All notifications marked as read,എല്ലാ അറിയിപ്പുകളും വായിച്ചതായി അടയാളപ്പെടുത്തി,,Pending,,
ui.all.rows.8e4d5816,All rows,എല്ലാ വരികളും,,Pending,,
All stages,All stages,എല്ലാ ഘട്ടങ്ങളും,,Pending,,
All statuses,All statuses,എല്ലാ നിലകളും,,Pending,,
ui.all.systems.operational.39bd8d49,All systems operational,എല്ലാ സിസ്റ്റങ്ങളും പ്രവർത്തിക്കുന്നു,,Pending,,
All widgets are synchronized with mock data.,All widgets are synchronized with mock data.,എല്ലാ വിഡ്ജറ്റുകളും മാതൃകാ ഡാറ്റയുമായി സമന്വയിപ്പിച്ചു.,,Pending,,
field.consultation.allergies.label,Allergies,അലർജികൾ,,Pending,,
ui.allocation.summary.a758856b,Allocation summary,വിഹിത സംഗ്രഹം,,Pending,,
Allowances,Allowances,അലവൻസുകൾ,,Pending,,
ui.alternate.rows.are.tinted.2acedabc,Alternate rows are tinted.,ഒന്നിടവിട്ട വരികൾക്ക് നിറം നൽകുന്നു.,,Pending,,
Ambient recording,Ambient recording,ആംബിയന്റ് റെക്കോർഡിംഗ്,,Pending,,
Amount,Amount,തുക,,Pending,,
An age and development-appropriate instrument.,An age and development-appropriate instrument.,പ്രായത്തിനും വികാസത്തിനും അനുയോജ്യമായ ഉപകരണം.,,Pending,,
api.message.c9346fe7104f,An edit needs a column.,തിരുത്താൻ കോളം ആവശ്യമാണ്.,,Pending,,
api.message.34f015c02805,An edit needs a page and a record.,തിരുത്താൻ പേജും റെക്കോർഡും ആവശ്യമാണ്.,,Pending,,
api.message.a71b0fc75b0e,An export record needs a pageId.,കയറ്റുമതി റെക്കോർഡിന് pageId ആവശ്യമാണ്.,,Pending,,
api.message.3fc3fc0d5316,An operation identifier is required.,പ്രവർത്തന ഐഡി ആവശ്യമാണ്.,,Pending,,
Analgesic or anti-inflammatory review,Analgesic or anti-inflammatory review,വേദനസംഹാരി അല്ലെങ്കിൽ വീക്കം കുറയ്ക്കുന്ന മരുന്ന് പരിശോധന,,Pending,,
menu.pharmacy.rx-reports.label,Analysis,വിശകലനം,,Pending,,
menu.hr.hr-analytics.label,Analytics,വിശകലനങ്ങൾ,,Pending,,
ui.animations.7f7c3306,Animations,ആനിമേഷനുകൾ,,Pending,,
Antenatal or gynaecological follow-up,Antenatal or gynaecological follow-up,ഗർഭകാല അല്ലെങ്കിൽ സ്ത്രീരോഗ തുടർപരിശോധന,,Pending,,
Anticoagulant or cardiac medication review,Anticoagulant or cardiac medication review,ആന്റികോഗുലന്റ് അല്ലെങ്കിൽ ഹൃദയ മരുന്ന് പരിശോധന,,Pending,,
Anxiety,Anxiety,ഉത്കണ്ഠ,,Pending,,
Anxiety instrument,Anxiety instrument,ഉത്കണ്ഠ വിലയിരുത്തൽ ഉപകരണം,,Pending,,
Appearance,Appearance,രൂപഭാവം,,Pending,,
Appearance and behaviour,Appearance and behaviour,രൂപവും പെരുമാറ്റവും,,Pending,,
Appetite,Appetite,വിശപ്പ്,,Pending,,
Application shell,Application shell,ആപ്ലിക്കേഷൻ ഷെൽ,,Pending,,
Applied,Applied,പ്രയോഗിച്ചു,,Pending,,
ui.applied.wherever.a.value.is.rendered.worklists.cards.pre.38999a3f,"Applied wherever a value is rendered: worklists, cards, previews, reports and billing.","പ്രവർത്തന പട്ടികകൾ, കാർഡുകൾ, പ്രിവ്യൂകൾ, റിപ്പോർട്ടുകൾ, ബില്ലിംഗ് എന്നിവയിൽ മൂല്യങ്ങൾ പ്രദർശിപ്പിക്കുന്നിടത്തെല്ലാം ബാധകം.",,Pending,,
ui.applies.to.menus.actions.and.messages.3d1258c8,"Applies to menus, actions and messages.",മെനുകൾക്കും നടപടികൾക്കും സന്ദേശങ്ങൾക്കും ബാധകം.,,Pending,,
ui.apply.31e392d1,Apply,പ്രയോഗിക്കുക,,Pending,,
menu.healthcare.appointment-worklist.label,Appointments,അപ്പോയിന്റ്മെന്റുകൾ,,Pending,,
menu.finance.fin-approvals.label,Approval Matrix,അംഗീകാര പട്ടിക,,Pending,,
menu.sales.sales-approval.label,Approval Rules,അംഗീകാര നിയമങ്ങൾ,,Pending,,
menu.hr.hr-workflow.label,Approval Workflow,അംഗീകാര പ്രവർത്തനക്രമം,,Pending,,
menu.hr.approval-worklist.label,Approval Worklist,അംഗീകാര പ്രവൃത്തിപ്പട്ടിക,,Pending,,
api.message.cee9d59bb0c9,Approval changed. Refresh before submitting.,അംഗീകാരം മാറിയിരിക്കുന്നു. സമർപ്പിക്കുന്നതിന് മുമ്പ് പുതുക്കുക.,,Pending,,
Approval comment,Approval comment,അംഗീകാര അഭിപ്രായം,,Pending,,
api.message.7bfd165bb87e,Approval could not be confirmed. Retry the same action to recover its result.,അംഗീകാരം സ്ഥിരീകരിക്കാനായില്ല. ഫലം ലഭിക്കാൻ അതേ പ്രവർത്തനം വീണ്ടും ശ്രമിക്കുക.,,Pending,,
ui.approval.history.for.9208c99b,Approval history for,അംഗീകാര ചരിത്രം,,Pending,,
ui.approval.inbox.a670f0ac,Approval inbox,അംഗീകാര ഇൻബോക്സ്,,Pending,,
ui.approval.ownership.61a992d1,Approval ownership,അംഗീകാര ഉടമസ്ഥത,,Pending,,
api.message.3a5a633e9ec3,Approval request is too large or invalid.,അംഗീകാര അഭ്യർത്ഥന വളരെ വലുതാണ് അല്ലെങ്കിൽ അസാധുവാണ്.,,Pending,,
field.hr-dashboard.approvalRequired.label,Approval required,അംഗീകാരം ആവശ്യമാണ്,,Pending,,
ui.approval.stage.19f10a3e,Approval stage,അംഗീകാര ഘട്ടം,,Pending,,
ui.approval.stages.1faaedac,Approval stages,അംഗീകാര ഘട്ടങ്ങൾ,,Pending,,
ui.approval.status.5a66175a,Approval status,അംഗീകാര നില,,Pending,,
ui.approve.6007acbe,Approve,അംഗീകരിക്കുക,,Pending,,
ui.approve.selected.86372811,Approve selected,തിരഞ്ഞെടുത്തവ അംഗീകരിക്കുക,,Pending,,
api.approval.approved,Approved,അംഗീകരിച്ചു,,Pending,,
Approved plan,Approved plan,അംഗീകരിച്ച പദ്ധതി,,Pending,,
Apr,Apr,ഏപ്രിൽ,,Pending,,
field.user.language.option.ar,Arabic,അറബിക്,,Pending,,
ui.arabic.switches.the.whole.layout.to.right.to.left.e8b2231e,Arabic switches the whole layout to right-to-left,അറബിക് വിന്യാസം വലത്തുനിന്ന് ഇടത്തേക്ക് മാറ്റുന്നു,,Pending,,
ui.archive.66f4804e,Archive,ആർക്കൈവ് ചെയ്യുക,,Pending,,
ui.archive.results.f0345b60,Archive results,ഫലങ്ങൾ ആർക്കൈവ് ചെയ്യുക,,Pending,,
Archive {count} records?,Archive {count} records?,{count} റെക്കോർഡുകൾ ആർക്കൈവ് ചെയ്യണോ?,,Pending,,
Archived,Archived,ആർക്കൈവ് ചെയ്തു,,Pending,,
ui.arrange.open.records.as.movable.windows.with.a.taskbar.i.dd2f78aa,"Arrange open records as movable windows with a taskbar, instead of tabs.",തുറന്ന രേഖകൾ ടാബുകൾക്ക് പകരം ടാസ്ക്ബാറോടുകൂടിയ നീക്കാവുന്ന വിൻഡോകളിൽ ക്രമീകരിക്കുക.,,Pending,,
ui.ask.before.archiving.selected.records.36e82503,Ask before archiving selected records.,തിരഞ്ഞെടുത്ത രേഖകൾ ആർക്കൈവ് ചെയ്യുന്നതിനു മുമ്പ് ചോദിക്കുക.,,Pending,,
ui.ask.something.else.6b2e237d,Ask something else,മറ്റെന്തെങ്കിലും ചോദിക്കുക,,Pending,,
ui.ask.whoever.sent.it.to.share.it.again.dfea0fdc,Ask whoever sent it to share it again.,അയച്ച വ്യക്തിയോട് വീണ്ടും പങ്കിടാൻ ആവശ്യപ്പെടുക.,,Pending,,
ui.assembly.is.truncated.to.this.5d3886f2,Assembly is truncated to this.,സംയോജനം ഈ പരിധിയിൽ ചുരുക്കുന്നു.,,Pending,,
section.consultation.assessment.title,Assessment and plan,വിലയിരുത്തലും പദ്ധതിയും,,Pending,,
Assessment and problems,Assessment and problems,വിലയിരുത്തലും പ്രശ്നങ്ങളും,,Pending,,
field.user.roles.label,Assigned roles,നൽകിയ റോളുകൾ,,Pending,,
section.hr-dashboard.assignment.title,Assignment,ചുമതല നൽകൽ,,Pending,,
ui.assistant.command.b33c0ecb,Assistant command,അസിസ്റ്റന്റ് കമാൻഡ്,,Pending,,
ui.assistant.not.enabled.here.select.manually.258baf78,Assistant not enabled here — select manually,ഇവിടെ അസിസ്റ്റന്റ് സജീവമല്ല — സ്വയം തിരഞ്ഞെടുക്കുക,,Pending,,
"Asthma, growth or chronic condition review","Asthma, growth or chronic condition review","ആസ്ത്മ, വളർച്ച, ദീർഘകാല അവസ്ഥ എന്നിവയുടെ പരിശോധന",,Pending,,
At-risk renewals,At-risk renewals,അപകടസാധ്യതയുള്ള പുതുക്കലുകൾ,,Pending,,
Atrial fibrillation and anticoagulation decisions only.,Atrial fibrillation and anticoagulation decisions only.,ഏട്രിയൽ ഫൈബ്രിലേഷനും ആന്റികോഗുലേഷൻ തീരുമാനങ്ങൾക്കും മാത്രം.,,Pending,,
api.message.4a8d45c019e6,Attachment is no longer available.,അറ്റാച്ച്മെന്റ് ഇനി ലഭ്യമല്ല.,,Pending,,
Attachments,Attachments,അറ്റാച്ച്മെന്റുകൾ,,Pending,,
menu.hr.attendance-adjustment.label,Attendance Adjustment,ഹാജർ ക്രമീകരണം,,Pending,,
menu.hr.attendance-anomalies.label,Attendance Anomalies,ഹാജർ വ്യതിയാനങ്ങൾ,,Pending,,
menu.hr.attendance-report.label,Attendance Report,ഹാജർ റിപ്പോർട്ട്,,Pending,,
Attendance today,Attendance today,ഇന്നത്തെ ഹാജർ,,Pending,,
Attention,Attention,ശ്രദ്ധ,,Pending,,
Attrition,Attrition,ജീവനക്കാരുടെ കൊഴിഞ്ഞുപോക്ക്,,Pending,,
section.hr-dashboard.audit.title,Audit,ഓഡിറ്റ്,,Pending,,
section.user.audit.title,Audit & notes,ഓഡിറ്റും കുറിപ്പുകളും,,Pending,,
ui.audit.workflow.c377a4b4,Audit & workflow,ഓഡിറ്റും പ്രവർത്തനക്രമവും,,Pending,,
ui.audit.protected.bdca2f73,Audit protected,ഓഡിറ്റ് സംരക്ഷിതം,,Pending,,
field.hr-dashboard.tags.option.audited,Audited,ഓഡിറ്റ് ചെയ്തു,,Pending,,
Aug,Aug,ഓഗസ്റ്റ്,,Pending,,
section.user.security.description,"Authentication, session and risk controls.","പ്രാമാണീകരണം, സെഷൻ, അപകടസാധ്യത എന്നിവയുടെ നിയന്ത്രണങ്ങൾ.",,Pending,,
