message_key,english,current_translation,reviewer,status,proposed_translation,notes
field.hr-dashboard.tags.option.audited,Audited,تم التدقيق,,Pending,,
Aug,Aug,أغسطس,,Pending,,
section.user.security.description,"Authentication, session and risk controls.",ضوابط المصادقة والجلسة والمخاطر.,,Pending,,
ui.authorization.reference.80c41154,Authorization reference,مرجع التفويض,,Pending,,
field.hr-dashboard.code.placeholder,Auto or manual code,رمز تلقائي أو يدوي,,Pending,,
ui.automated.observations.from.the.result.d9d51cbd,Automated observations from the result,ملاحظات آلية من النتيجة,,Pending,,
ui.automations.approvals.and.exceptions.c369ab08,"Automations, approvals and exceptions",الأتمتة والموافقات والاستثناءات,,Pending,,
column.product-master.stock.label,Available,متاح,,Pending,,
Average deal,Average deal,متوسط الصفقة,,Pending,,
Average dispense time,Average dispense time,متوسط وقت الصرف,,Pending,,
Average length of stay,Average length of stay,متوسط مدة الإقامة,,Pending,,
Awaiting dispense,Awaiting dispense,بانتظار الصرف,,Pending,,
Awaiting my decision,Awaiting my decision,بانتظار قراري,,Pending,,
Awaiting notes,Awaiting notes,بانتظار الملاحظات,,Pending,,
Awaiting pre-authorisation,Awaiting pre-authorisation,بانتظار الموافقة المسبقة,,Pending,,
ui.back.76900f1b,Back,رجوع,,Pending,,
column.billing-entry.balance.label,Balance,الرصيد,,Pending,,
menu.finance.balance-sheet.label,Balance Sheet,الميزانية العمومية,,Pending,,
ui.balance.after.payments.765e3dbc,Balance after payments,الرصيد بعد المدفوعات,,Pending,,
Balance due,Balance due,الرصيد المستحق,,Pending,,
menu.finance.bank-master.label,Bank & Cash,البنوك والنقدية,,Pending,,
menu.payroll.bank-format.label,Bank File Format,تنسيق ملف البنك,,Pending,,
menu.finance.bank-reconciliation.label,Bank Reconciliation,التسوية البنكية,,Pending,,
Bank cutoff approaching,Bank cutoff approaching,اقتراب الموعد البنكي النهائي,,Pending,,
Bank feed,Bank feed,تغذية البنك,,Pending,,
Bank feed completed,Bank feed completed,اكتملت تغذية البنك,,Pending,,
Bank files,Bank files,ملفات البنك,,Pending,,
ui.bar.theme.26db6f6f,Bar theme,سمة الشريط,,Pending,,
ui.bar.tone.c247daba,Bar tone,درجة لون الشريط,,Pending,,
ui.base.font.size.fa598af2,Base font size,حجم الخط الأساسي,,Pending,,
Base salary,Base salary,الراتب الأساسي,,Pending,,
Baseline history,Baseline history,التاريخ الأساسي,,Pending,,
menu.pharmacy.batch-expiry.label,Batch & Expiry,الدفعات والصلاحية,,Pending,,
Batch quarantined,Batch quarantined,عزل الدفعة,,Pending,,
menu.healthcare.bed-management.label,Bed Management,إدارة الأسرة,,Pending,,
menu.healthcare.occupancy-report.label,Bed Occupancy,إشغال الأسرة,,Pending,,
Bed capacity warning,Bed capacity warning,تنبيه سعة الأسرّة,,Pending,,
Bed occupancy,Bed occupancy,إشغال الأسرّة,,Pending,,
Behaviour,Behaviour,السلوك,,Pending,,
ui.below.the.lowest.time.band.no.level.is.supported.on.time.6475301f,Below the lowest time band — no level is supported on time alone.,أقل من أدنى نطاق زمني؛ لا يُدعم أي مستوى بالوقت وحده.,,Pending,,
menu.payroll.benefit-plan.label,Benefit Plan,خطة المزايا,,Pending,,
Benefits,Benefits,المزايا,,Pending,,
ui.bill.to.9ec78118,Bill to,الفاتورة إلى,,Pending,,
ui.bill.to.party.contact.delivery.and.credit.profile.35609547,"Bill-to party, contact, delivery and credit profile.",الجهة المفوترة والاتصال والتسليم والملف الائتماني.,,Pending,,
ui.billing.3ac8bbca,Billing,الفوترة,,Pending,,
Billing & Receipts,Billing & Receipts,الفوترة والمقبوضات,,Pending,,
Billing Entry,Billing Entry,إدخال فاتورة,,Pending,,
menu.finance.billing-worklist.label,Billing Worklist,قائمة عمل الفوترة,,Pending,,
menu.library.billing-patterns.label,Billing Workspace,مساحة عمل الفوترة,,Pending,,
ui.billing.address.1f516acc,Billing address,عنوان الفوترة,,Pending,,
section.customer.address.description,Billing and registered location.,عنوان الفوترة والعنوان المسجل.,,Pending,,
ui.billing.details.7c928c71,Billing details,تفاصيل الفوترة,,Pending,,
ui.billing.layout.13fe7207,Billing layout,تخطيط الفوترة,,Pending,,
ui.billing.workspace.layout.54522c95,Billing workspace layout,تخطيط مساحة الفوترة,,Pending,,
page.finance-dashboard.subtitle,"Billing, ledger, receivables, payables, taxation and financial control",الفوترة ودفتر الأستاذ والذمم المدينة والدائنة والضرائب والرقابة المالية,,Pending,,
Bimanual if indicated,Bimanual if indicated,فحص بكلتا اليدين عند اللزوم,,Pending,,
Birth and development,Birth and development,الولادة والتطور,,Pending,,
Bleeding,Bleeding,النزيف,,Pending,,
Bleeding severity,Bleeding severity,شدة النزيف,,Pending,,
field.consultation.bloodPressure.label,Blood pressure,ضغط الدم,,Pending,,
Bone health and mobility review,Bone health and mobility review,مراجعة صحة العظام والحركة,,Pending,,
Booked revenue,Booked revenue,الإيرادات المسجلة,,Pending,,
Both,Both,كلاهما,,Pending,,
Bottom center,Bottom center,أسفل الوسط,,Pending,,
Bottom left,Bottom left,أسفل اليسار,,Pending,,
Bottom right,Bottom right,أسفل اليمين,,Pending,,
ui.branch.52656e81,Branch,الفرع,,Pending,,
Branch Managers,Branch Managers,مديرو الفروع,,Pending,,
ui.branch.performance.8d460147,Branch performance,أداء الفروع,,Pending,,
Bright enterprise workspace,Bright enterprise workspace,مساحة عمل مؤسسية ساطعة,,Pending,,
Browse,Browse,تصفح,,Pending,,
ui.budget.1c6225ec,Budget,الميزانية,,Pending,,
Budget / target,Budget / target,الميزانية / الهدف,,Pending,,
menu.library.bulk-operations.label,Bulk Operations,العمليات الجماعية,,Pending,,
Bulk decision comment,Bulk decision comment,تعليق القرار الجماعي,,Pending,,
field.user.email.label,Business email,البريد الإلكتروني للعمل,,Pending,,
Button,Button,زر,,Pending,,
ui.by.decision.making.665d31a2,By decision making,باتخاذ القرار,,Pending,,
ui.by.total.time.20ea7bc0,By total time,بإجمالي الوقت,,Pending,,
ui.csv.preview.first.5.data.rows.ecc688e2,CSV preview · first 5 data rows,معاينة CSV · أول 5 صفوف,,Pending,,
ui.csv.row.preview.e4755004,CSV row preview,معاينة صفوف CSV,,Pending,,
CSV — opens anywhere,CSV — opens anywhere,CSV — يفتح في كل مكان,,Pending,,
CUS-1042 updated successfully.,CUS-1042 updated successfully.,تم تحديث CUS-1042 بنجاح.,,Pending,,
Calm finance-focused palette,Calm finance-focused palette,ألوان هادئة للمالية,,Pending,,
ui.cancel.19766ed6,Cancel,إلغاء,,Pending,,
ui.cancel.rename.3fe54236,Cancel rename,إلغاء إعادة التسمية,,Pending,,
Cancelled,Cancelled,ملغى,,Pending,,
Capillary refill,Capillary refill,إعادة امتلاء الشعيرات,,Pending,,
Card grid,Card grid,شبكة بطاقات,,Pending,,
Card grid view,Card grid view,عرض شبكة البطاقات,,Pending,,
"Cardiac and perfusion findings, linked to the presenting symptom","Cardiac and perfusion findings, linked to the presenting symptom",نتائج القلب والتروية المرتبطة بالعرض الحالي,,Pending,,
Cardiac risk factors,Cardiac risk factors,عوامل الخطر القلبية,,Pending,,
"Cardiac symptoms, risk factors, cardiovascular examination.","Cardiac symptoms, risk factors, cardiovascular examination.",الأعراض القلبية وعوامل الخطر وفحص القلب والأوعية.,,Pending,,
field.consultation.specialty.option.Cardiology,Cardiology,أمراض القلب,,Pending,,
Cardiovascular,Cardiovascular,القلب والأوعية,,Pending,,
Cardiovascular examination,Cardiovascular examination,فحص القلب والأوعية,,Pending,,
Cardiovascular risk assessment,Cardiovascular risk assessment,تقييم مخاطر القلب والأوعية,,Pending,,
Caregiver concerns,Caregiver concerns,مخاوف مقدم الرعاية,,Pending,,
menu.supply.carrier-master.label,Carrier Master,سجل شركات النقل,,Pending,,
Cash position,Cash position,الوضع النقدي,,Pending,,
menu.sales.sales-catalog.label,Catalog,الكتالوج,,Pending,,
field.hr-dashboard.category.label,Category,الفئة,,Pending,,
Center modal,Center modal,نافذة وسطية,,Pending,,
Centered record card,Centered record card,بطاقة سجل في الوسط,,Pending,,
ui.change.a.primitive.once.all.consuming.pages.inherit.the.7c4d537a,Change a primitive once; all consuming pages inherit the contract.,غيّر المكوّن الأساسي مرة واحدة فتطبق جميع الصفحات المستخدمة له التغيير.,,Pending,,
section.hr-dashboard.audit.description,Change context and approval controls.,سياق التغيير وضوابط الموافقة.,,Pending,,
ui.change.mapping.6872ef3c,Change mapping,تغيير الربط,,Pending,,
field.hr-dashboard.changeReason.label,Change reason,سبب التغيير,,Pending,,
Change since last visit,Change since last visit,التغيير منذ آخر زيارة,,Pending,,
Changed by someone else,Changed by someone else,غيّره شخص آخر,,Pending,,
ui.changes.apply.to.new.submissions.and.resubmissions.pendi.2d7a336e,Changes apply to new submissions and resubmissions. Pending approvals retain their submitted stages.,تسري التغييرات على الطلبات الجديدة والمعاد إرسالها. تحتفظ الاعتمادات المعلقة بمراحلها الأصلية.,,Pending,,
ui.changes.here.save.separately.from.the.record.f35c36d1,Changes here save separately from the record.,تُحفظ التغييرات هنا بشكل منفصل عن السجل.,,Pending,,
ui.changes.need.attention.fbaeabd5,Changes need attention,التغييرات تحتاج مراجعة,,Pending,,
api.approval.changes_requested,Changes requested,طُلبت تغييرات,,Pending,,
Changes saved,Changes saved,تم حفظ التغييرات,,Pending,,
Channel,Channel,القناة,,Pending,,
menu.finance.chart-account.label,Chart of Accounts,دليل الحسابات,,Pending,,
ui.chart.options.160d6be8,Chart options,خيارات الرسم البياني,,Pending,,
Check line items,Check line items,تحقق من بنود الفاتورة,,Pending,,
Checked on save,Checked on save,يُفحص عند الحفظ,,Pending,,
ui.checking.that.you.can.see.it.3619bc93,Checking that you can see it.,جارٍ التحقق من صلاحية العرض.,,Pending,,
"Chest pain, palpitations or dyspnoea","Chest pain, palpitations or dyspnoea",ألم الصدر أو الخفقان أو ضيق التنفس,,Pending,,
Chest-pain risk instrument,Chest-pain risk instrument,أداة تقييم مخاطر ألم الصدر,,Pending,,
api.message.aee0ef72de4e,Choose 1–100 distinct records and add a decision comment.,اختر من سجل واحد إلى 100 سجل مختلف وأضف تعليقًا للقرار.,,Pending,,
Choose a CSV file up to 2 MB.,Choose a CSV file up to 2 MB.,اختر ملف CSV بحجم حتى 2 ميغابايت.,,Pending,,
Choose a UTF-8 .csv file up to 2 MB.,Choose a UTF-8 .csv file up to 2 MB.,اختر ملف .csv بترميز UTF-8 بحجم حتى 2 ميغابايت.,,Pending,,
api.message.6f38216914c3,Choose a file between 1 byte and 2 MB.,اختر ملفًا بحجم بين بايت واحد و2 ميغابايت.,,Pending,,
api.message.249a46505f32,"Choose a page, record ID and label.",اختر صفحة ومعرّف سجل وتسمية.,,Pending,,
